Municipio,Municipio_id,Departamento,Departamento_id
SANTA ROSALIA,99624,VICHADA,99
PENSILVANIA,17541,CALDAS,17
RIOSUCIO,17614,CALDAS,17
SIACHOQUE,15740,BOYACA,15
LA VICTORIA,15401,BOYACA,15
BUENAVISTA,15109,BOYACA,15
MARMATO,17442,CALDAS,17
SUPIA,17777,CALDAS,17
COPER,15212,BOYACA,15
SORACA,15764,BOYACA,15
SUSA,25779,CUNDINAMARCA,25
MISTRATO,66456,RISARALDA,66
GUACHETA,25317,CUNDINAMARCA,25
FUQUENE,25288,CUNDINAMARCA,25
VIRACACHA,15879,BOYACA,15
SALAMINA,17653,CALDAS,17
CUMARIBO,99773,VICHADA,99
CARMEN DE CARUPA,25154,CUNDINAMARCA,25
PAIME,25518,CUNDINAMARCA,25
RONDON,15621,BOYACA,15
BOYACA,15104,BOYACA,15
LA MERCED,17388,CALDAS,17
LA PALMA,25394,CUNDINAMARCA,25
CANTON DEL SAN PABLO,27135,CHOCO,27
PAJARITO,15518,BOYACA,15
VENTAQUEMADA,15861,BOYACA,15
GUADUAS,25320,CUNDINAMARCA,25
SAN CAYETANO,25653,CUNDINAMARCA,25
TOPAIPI,25823,CUNDINAMARCA,25
RAMIRIQUI,15599,BOYACA,15
CIENEGA,15189,BOYACA,15
PUEBLO RICO,66572,RISARALDA,66
JENESANO,15367,BOYACA,15
QUINCHIA,66594,RISARALDA,66
NUEVO COLON,15494,BOYACA,15
GUATICA,66318,RISARALDA,66
TADO,27787,CHOCO,27
FILADELFIA,17272,CALDAS,17
UBATE,25843,CUNDINAMARCA,25
AGUAZUL,85010,CASANARE,85
LENGUAZAQUE,25407,CUNDINAMARCA,25
TIBANA,15804,BOYACA,15
RECETOR,85279,CASANARE,85
CHAMEZA,85015,CASANARE,85
TURMEQUE,15835,BOYACA,15
ZETAQUIRA,15897,BOYACA,15
ARANZAZU,17050,CALDAS,17
MARULANDA,17446,CALDAS,17
VILLAGOMEZ,25871,CUNDINAMARCA,25
MARQUETALIA,17444,CALDAS,17
VILLAPINZON,25873,CUNDINAMARCA,25
MANZANARES,17433,CALDAS,17
EL PEÂ¥ON,25258,CUNDINAMARCA,25
MARIQUITA,73443,TOLIMA,73
HONDA,73349,TOLIMA,73
CUCUNUBA,25224,CUNDINAMARCA,25
ANSERMA,17042,CALDAS,17
FRESNO,73283,TOLIMA,73
SAN EDUARDO,15660,BOYACA,15
NEIRA,17486,CALDAS,17
LA PEÂ¥A,25398,CUNDINAMARCA,25
PACHO,25513,CUNDINAMARCA,25
SUTATAUSA,25781,CUNDINAMARCA,25
BELEN DE UMBRIA,66088,RISARALDA,66
CHINAVITA,15172,BOYACA,15
BERBEO,15090,BOYACA,15
UMBITA,15842,BOYACA,15
TAUSA,25793,CUNDINAMARCA,25
UTICA,25851,CUNDINAMARCA,25
CONDOTO,27205,CHOCO,27
APIA,66045,RISARALDA,66
CHOCONTA,25183,CUNDINAMARCA,25
ITSMINA,27361,CHOCO,27
SUESCA,25772,CUNDINAMARCA,25
MIRAFLORES,15455,BOYACA,15
NIMAIMA,25489,CUNDINAMARCA,25
VERGARA,25862,CUNDINAMARCA,25
PAEZ,15514,BOYACA,15
OROCUE,85230,CASANARE,85
RISARALDA,17616,CALDAS,17
PACHAVITA,15511,BOYACA,15
GARAGOA,15299,BOYACA,15
FALAN,73270,TOLIMA,73
COGUA,25200,CUNDINAMARCA,25
MANIZALES,17001,CALDAS,17
HERVEO,73347,TOLIMA,73
TAURAMENA,85410,CASANARE,85
SAN JOSE,17665,CALDAS,17
ZIPAQUIRA,25899,CUNDINAMARCA,25
QUEBRADANEGRA,25592,CUNDINAMARCA,25
PALOCABILDO,73520,TOLIMA,73
NEMOCON,25486,CUNDINAMARCA,25
LA CAPILLA,15380,BOYACA,15
PALESTINA,17524,CALDAS,17
VITERBO,17877,CALDAS,17
MACHETA,25426,CUNDINAMARCA,25
ARMERO,73055,TOLIMA,73
TIBIRITA,25807,CUNDINAMARCA,25
CASABIANCA,73152,TOLIMA,73
SANTUARIO,66687,RISARALDA,66
SUPATA,25777,CUNDINAMARCA,25
NOCAIMA,25491,CUNDINAMARCA,25
CAMPOHERMOSO,15135,BOYACA,15
TENZA,15798,BOYACA,15
VILLETA,25875,CUNDINAMARCA,25
NOVITA,27491,CHOCO,27
SESQUILE,25736,CUNDINAMARCA,25
SUBACHOQUE,25769,CUNDINAMARCA,25
BELALCAZAR,17088,CALDAS,17
CHINCHINA,17174,CALDAS,17
MANI,85139,CASANARE,85
LA CELIA,66383,RISARALDA,66
LA VEGA,25402,CUNDINAMARCA,25
GUATEQUE,15322,BOYACA,15
MARSELLA,66440,RISARALDA,66
VILLAMARIA,17873,CALDAS,17
MANTA,25436,CUNDINAMARCA,25
VILLAHERMOSA,73870,TOLIMA,73
MACANAL,15425,BOYACA,15
SUTATENZA,15778,BOYACA,15
GACHANCIPA,25295,CUNDINAMARCA,25
SASAIMA,25718,CUNDINAMARCA,25
SAN FRANCISCO,25658,CUNDINAMARCA,25
MONTERREY,85162,CASANARE,85
TOCANCIPA,25817,CUNDINAMARCA,25
BALBOA,66075,RISARALDA,66
CHAGUANI,25168,CUNDINAMARCA,25
SOMONDOCO,15761,BOYACA,15
TABIO,25785,CUNDINAMARCA,25
SAN JOSE DEL PALMAR,27660,CHOCO,27
ALMEIDA,15022,BOYACA,15
GUATAVITA,25326,CUNDINAMARCA,25
EL AGUILA,76243,VALLE DEL CAUCA,76
GUAYATA,15325,BOYACA,15
SABANALARGA,85300,CASANARE,85
CAJICA,25126,CUNDINAMARCA,25
SAN JUAN DE RIO SECO,25662,CUNDINAMARCA,25
SANTA ROSA DE CABAL,66682,RISARALDA,66
VIANI,25867,CUNDINAMARCA,25
SOPO,25758,CUNDINAMARCA,25
SAN LUIS DE GACENO,15667,BOYACA,15
LIBANO,73411,TOLIMA,73
LERIDA,73408,TOLIMA,73
ALBAN,25019,CUNDINAMARCA,25
GACHETA,25297,CUNDINAMARCA,25
GUAYABAL DE  SIQUIMA,25328,CUNDINAMARCA,25
SANTA MARIA,15690,BOYACA,15
AMBALEMA,73030,TOLIMA,73
LA VIRGINIA,66400,RISARALDA,66
GUASCA,25322,CUNDINAMARCA,25
EL ROSAL,25260,CUNDINAMARCA,25
CHIVOR,15236,BOYACA,15
CHIA,25175,CUNDINAMARCA,25
MURILLO,73461,TOLIMA,73
PEREIRA,66001,RISARALDA,66
TENJO,25799,CUNDINAMARCA,25
BITUIMA,25095,CUNDINAMARCA,25
FACATATIVA,25269,CUNDINAMARCA,25
DOSQUEBRADAS,66170,RISARALDA,66
UBALA,25839,CUNDINAMARCA,25
ANSERMANUEVO,76041,VALLE DEL CAUCA,76
PUERTO GAITAN,50568,META,50
MADRID,25430,CUNDINAMARCA,25
EL CAIRO,76246,VALLE DEL CAUCA,76
COTA,25214,CUNDINAMARCA,25
BELTRAN,25086,CUNDINAMARCA,25
ANOLAIMA,25040,CUNDINAMARCA,25
SANTAFE DE BOGOTA D.C.,11001,SANTAFE DE BOGOTA D.C,11
JUNIN,25372,CUNDINAMARCA,25
CARTAGO,76147,VALLE DEL CAUCA,76
SIPI,27745,CHOCO,27
LA CALERA,25377,CUNDINAMARCA,25
ARGELIA,76054,VALLE DEL CAUCA,76
ZIPACON,25898,CUNDINAMARCA,25
VENADILLO,73861,TOLIMA,73
QUIPILE,25596,CUNDINAMARCA,25
SANTA ISABEL,73686,TOLIMA,73
FUNZA,25286,CUNDINAMARCA,25
GACHALA,25293,CUNDINAMARCA,25
GAMA,25299,CUNDINAMARCA,25
BOJACA,25099,CUNDINAMARCA,25
UBALA,25839,CUNDINAMARCA,25
PULI,25580,CUNDINAMARCA,25
CACHIPAY,25123,CUNDINAMARCA,25
ULLOA,76845,VALLE DEL CAUCA,76
TENA,25797,CUNDINAMARCA,25
PARATEBUENO,25530,CUNDINAMARCA,25
MOSQUERA,25473,CUNDINAMARCA,25
ANZOATEGUI,73043,TOLIMA,73
VERSALLES,76863,VALLE DEL CAUCA,76
FILANDIA,63272,QUINDIO,63
VILLANUEVA,85440,CASANARE,85
SALENTO,63690,QUINDIO,63
TORO,76823,VALLE DEL CAUCA,76
ALVARADO,73026,TOLIMA,73
LA MESA,25386,CUNDINAMARCA,25
ALCALA,76020,VALLE DEL CAUCA,76
FOMEQUE,25279,CUNDINAMARCA,25
BARRANCA DE UPIA,50110,META,50
CIRCASIA,63190,QUINDIO,63
IBAGUE,73001,TOLIMA,73
CHOACHI,25181,CUNDINAMARCA,25
SAN ANTONIO DEL TEQUENDAMA,25645,CUNDINAMARCA,25
JERUSALEN,25368,CUNDINAMARCA,25
MEDINA,25438,CUNDINAMARCA,25
QUIMBAYA,63594,QUINDIO,63
SOACHA,25754,CUNDINAMARCA,25
ANAPOIMA,25035,CUNDINAMARCA,25
PIEDRAS,73547,TOLIMA,73
APULO,25599,CUNDINAMARCA,25
OBANDO,76497,VALLE DEL CAUCA,76
EL COLEGIO,25245,CUNDINAMARCA,25
TOCAIMA,25815,CUNDINAMARCA,25
GUATAQUI,25324,CUNDINAMARCA,25
CAJAMARCA,73124,TOLIMA,73
LA UNION,76400,VALLE DEL CAUCA,76
MONTENEGRO,63470,QUINDIO,63
ARMENIA,63001,QUINDIO,63
EL DOVIO,76250,VALLE DEL CAUCA,76
LA VICTORIA,76403,VALLE DEL CAUCA,76
UBAQUE,25841,CUNDINAMARCA,25
GRANADA,25312,CUNDINAMARCA,25
CALARCA,63130,QUINDIO,63
EL LITORAL DEL SAN JUAN,27250,CHOCO,27
SIBATE,25740,CUNDINAMARCA,25
SAN JUANITO,50686,META,50
ROLDANILLO,76622,VALLE DEL CAUCA,76
LA TEBAIDA,63401,QUINDIO,63
VIOTA,25878,CUNDINAMARCA,25
SILVANIA,25743,CUNDINAMARCA,25
COELLO,73200,TOLIMA,73
ZARZAL,76895,VALLE DEL CAUCA,76
CHIPAQUE,25178,CUNDINAMARCA,25
SEVILLA,76736,VALLE DEL CAUCA,76
EL CALVARIO,50245,META,50
CAQUEZA,25151,CUNDINAMARCA,25
NARIÂ¥O,25483,CUNDINAMARCA,25
CABUYARO,50124,META,50
BOLIVAR,76100,VALLE DEL CAUCA,76
GIRARDOT,25307,CUNDINAMARCA,25
CAICEDONIA,76122,VALLE DEL CAUCA,76
CORDOBA,63212,QUINDIO,63
BUENAVISTA,63111,QUINDIO,63
RESTREPO,50606,META,50
UNE,25845,CUNDINAMARCA,25
PUERTO LOPEZ,50573,META,50
AGUA DE DIOS,25001,CUNDINAMARCA,25
PASCA,25535,CUNDINAMARCA,25
FUSAGASUGA,25290,CUNDINAMARCA,25
ROVIRA,73624,TOLIMA,73
QUETAME,25594,CUNDINAMARCA,25
TIBACUY,25805,CUNDINAMARCA,25
PIJAO,63548,QUINDIO,63
RICAURTE,25612,CUNDINAMARCA,25
FOSCA,25281,CUNDINAMARCA,25
NILO,25488,CUNDINAMARCA,25
GENOVA,63302,QUINDIO,63
BUGALAGRANDE,76113,VALLE DEL CAUCA,76
RONCESVALLES,73622,TOLIMA,73
SAN LUIS,73678,TOLIMA,73
VILLAVICENCIO,50001,META,50
GUTIERREZ,25339,CUNDINAMARCA,25
CUMARAL,50226,META,50
FLANDES,73275,TOLIMA,73
ARBELAEZ,25053,CUNDINAMARCA,25
VALLE DE SAN JUAN,73854,TOLIMA,73
TRUJILLO,76828,VALLE DEL CAUCA,76
MELGAR,73449,TOLIMA,73
ICONONZO,73352,TOLIMA,73
GUAYABETAL,25335,CUNDINAMARCA,25
SUAREZ,73770,TOLIMA,73
BUENAVENTURA,76109,VALLE DEL CAUCA,76
PANDI,25524,CUNDINAMARCA,25
CARMEN DE APICALA,73148,TOLIMA,73
ANDALUCIA,76036,VALLE DEL CAUCA,76
ESPINAL,73268,TOLIMA,73
GUAMO,73319,TOLIMA,73
ACACIAS,50006,META,50
SAN BERNARDO,25649,CUNDINAMARCA,25
RIOFRIO,76616,VALLE DEL CAUCA,76
TULUA,76834,VALLE DEL CAUCA,76
SAN PEDRO,76670,VALLE DEL CAUCA,76
CUNDAY,73226,TOLIMA,73
DARIEN,76126,VALLE DEL CAUCA,76
ORTEGA,73504,TOLIMA,73
VENECIA,25506,CUNDINAMARCA,25
SAN ANTONIO,73675,TOLIMA,73
YOTOCO,76890,VALLE DEL CAUCA,76
GUAMAL,50318,META,50
CABRERA,25120,CUNDINAMARCA,25
BUGA,76111,VALLE DEL CAUCA,76
INIRIDA,94001,GUAINIA,94
CHAPARRAL,73168,TOLIMA,73
PURIFICACION,73585,TOLIMA,73
SAN LUIS DE CUBARRAL,50223,META,50
SAN CARLOS DE GUAROA,50680,META,50
VILLARRICA,73873,TOLIMA,73
SALDAÂ¥A,73671,TOLIMA,73
COYAIMA,73217,TOLIMA,73
CASTILLA LA NUEVA,50150,META,50
DAGUA,76233,VALLE DEL CAUCA,76
SAN MARTIN,50689,META,50
RESTREPO,76606,VALLE DEL CAUCA,76
VIJES,76869,VALLE DEL CAUCA,76
GUACARI,76318,VALLE DEL CAUCA,76
PRADO,73563,TOLIMA,73
GINEBRA,76306,VALLE DEL CAUCA,76
COLOMBIA,41206,HUILA,41
LA CUMBRE,76377,VALLE DEL CAUCA,76
EL CERRITO,76248,VALLE DEL CAUCA,76
DOLORES,73236,TOLIMA,73
CACAHUAL,94886,GUAINIA,94
PALMIRA,76520,VALLE DEL CAUCA,76
RIOBLANCO,73616,TOLIMA,73
EL DORADO,50270,META,50
BARRANCO MINAS,94343,GUAINIA,94
NATAGAIMA,73483,TOLIMA,73
LA URIBE,50370,META,50
LEJANIAS,50400,META,50
EL CASTILLO,50251,META,50
YUMBO,76892,VALLE DEL CAUCA,76
ATACO,73067,TOLIMA,73
GRANADA,50313,META,50
CALI,76001,VALLE DEL CAUCA,76
MESETAS,50330,META,50
FUENTE DE ORO,50287,META,50
ALPUJARRA,73024,TOLIMA,73
PRADERA,76563,VALLE DEL CAUCA,76
PUERTO LLERAS,50577,META,50
CANDELARIA,76130,VALLE DEL CAUCA,76
MAPIRIPAN,50325,META,50
VILLAVIEJA,41872,HUILA,41
AIPE,41016,HUILA,41
FLORIDA,76275,VALLE DEL CAUCA,76
PLANADAS,73555,TOLIMA,73
JAMUNDI,76364,VALLE DEL CAUCA,76
SAN JUAN DE ARAMA,50683,META,50
PUERTO TEJADA,19573,CAUCA,19
MIRANDA,19455,CAUCA,19
BARAYA,41078,HUILA,41
PADILLA,19513,CAUCA,19
LOPEZ,19418,CAUCA,19
NEIVA,41001,HUILA,41
CALOTO,19142,CAUCA,19
CORINTO,19212,CAUCA,19
VISTAHERMOSA,50711,META,50
TELLO,41799,HUILA,41
SANTANDER DE QUILICHAO,19698,CAUCA,19
PUERTO RICO,50590,META,50
BUENOS AIRES,19110,CAUCA,19
TORIBIO,19821,CAUCA,19
PUERTO COLOMBIA,94884,GUAINIA,94
SANTA MARIA,41676,HUILA,41
TIMBIQUI,19809,CAUCA,19
PALERMO,41524,HUILA,41
SUAREZ,19780,CAUCA,19
PAEZ,19517,CAUCA,19
TERUEL,41801,HUILA,41
JAMBALO,19364,CAUCA,19
CALDONO,19137,CAUCA,19
TIMBIQUI,19809,CAUCA,19
SAN VICENTE DEL CAGUAN,18753,CAQUETA,18
MORALES,19473,CAUCA,19
IQUIRA,41357,HUILA,41
RIVERA,41615,HUILA,41
SAN JOSE DEL GUAVIARE,95001,GUAVIARE,95
EL TAMBO,19256,CAUCA,19
PUERTO CONCORDIA,50450,META,50
PIENDAMO,19548,CAUCA,19
SILVIA,19743,CAUCA,19
CAJIBIO,19130,CAUCA,19
NATAGA,41483,HUILA,41
CAMPOALEGRE,41132,HUILA,41
GUAPI,19318,CAUCA,19
YAGUARA,41885,HUILA,41
ALGECIRAS,41020,HUILA,41
TESALIA,41797,HUILA,41
SANTA BARBARA,52696,NARIÃ‘O,52
INZA,19355,CAUCA,19
LA MACARENA,50350,META,50
EL CHARCO,52250,NARIÃ‘O,52
HOBO,41349,HUILA,41
TOTORO,19824,CAUCA,19
MOSQUERA,52473,NARIÃ‘O,52
LA TOLA,52390,NARIÃ‘O,52
POPAYAN,19001,CAUCA,19
GIGANTE,41306,HUILA,41
LA PLATA,41396,HUILA,41
SAN FELIPE,94883,GUAINIA,94
OLAYA  HERRERA,52490,NARIÃ‘O,52
TIMBIO,19807,CAUCA,19
PAICOL,41518,HUILA,41
FRANCISCO PIZARRO,52520,NARIÃ‘O,52
SOTARA,19760,CAUCA,19
PURACE,19585,CAUCA,19
ARGELIA,19050,CAUCA,19
AGRADO,41013,HUILA,41
PUERTO RICO,18592,CAQUETA,18
PATIA,19532,CAUCA,19
PANA PANA,94887,GUAINIA,94
PITAL,41548,HUILA,41
ROSAS,19622,CAUCA,19
GARZON,41298,HUILA,41
ROBERTO PAYAN,52621,NARIÃ‘O,52
LA SIERRA,19392,CAUCA,19
EL DONCELLO,18247,CAQUETA,18
EL RETORNO,95025,GUAVIARE,95
LA ARGENTINA,41378,HUILA,41
BALBOA,19075,CAUCA,19
TARQUI,41791,HUILA,41
MAGUI,52427,NARIÃ‘O,52
OPORAPA,41503,HUILA,41
LEIVA,52405,NARIÃ‘O,52
LA VEGA,19397,CAUCA,19
FLORENCIA,18001,CAQUETA,18
SALADOBLANCO,41660,HUILA,41
GUADALUPE,41319,HUILA,41
SAN AGUSTIN,41668,HUILA,41
ALTAMIRA,41026,HUILA,41
ISNOS,41359,HUILA,41
TUMACO,52835,NARIÃ‘O,52
BOLIVAR,19100,CAUCA,19
ELIAS,41244,HUILA,41
PAPUNAUA,97777,VAUPES,97
SUAZA,41770,HUILA,41
SAN SEBASTIAN,19693,CAUCA,19
TIMANA,41807,HUILA,41
ALMAGUER,19022,CAUCA,19
CALAMAR,95015,GUAVIARE,95
MERCADERES,19450,CAUCA,19
PITALITO,41551,HUILA,41
POLICARPA,52540,NARIÃ‘O,52
SANTA ROSA,19701,CAUCA,19
EL ROSARIO,52256,NARIÃ‘O,52
ACEVEDO,41006,HUILA,41
EL PAUJIL,18256,CAQUETA,18
MIRAFLORES,95200,GUAVIARE,95
PALESTINA,41530,HUILA,41
LA MONTAÂ¥ITA,18410,CAQUETA,18
CUMBITARA,52233,NARIÃ‘O,52
BARBACOAS,52079,NARIÃ‘O,52
BELEN DE LOS ANDAQUIES,18094,CAQUETA,18
FLORENCIA,19290,CAUCA,19
LOS ANDES,52418,NARIÃ‘O,52
SAN PABLO,52693,NARIÃ‘O,52
CARURU,97161,VAUPES,97
TAMINANGO,52786,NARIÃ‘O,52
COLON,52203,NARIÃ‘O,52
LA UNION,52399,NARIÃ‘O,52
SAN LORENZO,52687,NARIÃ‘O,52
LA GUADALUPE,94885,GUAINIA,94
MITU,97001,VAUPES,97
LA CRUZ,52378,NARIÃ‘O,52
BELEN,52083,NARIÃ‘O,52
MORELIA,18479,CAQUETA,18
LA LLANADA,52385,NARIÃ‘O,52
SAN PEDRO DE CARTAGO,52694,NARIÃ‘O,52
SAN BERNARDO,52685,NARIÃ‘O,52
ALBAN,52019,NARIÃ‘O,52
ARBOLEDA,52051,NARIÃ‘O,52
SAMANIEGO,52678,NARIÃ‘O,52
PIAMONTE,19533,CAUCA,19
EL TAMBO,52260,NARIÃ‘O,52
SAN JOSE DEL FRAGUA,18610,CAQUETA,18
CHACHAGUI,52240,NARIÃ‘O,52
EL TABLON,52258,NARIÃ‘O,52
LINARES,52411,NARIÃ‘O,52
RICAURTE,52612,NARIÃ‘O,52
BUESACO,52110,NARIÃ‘O,52
SANTA CRUZ,52699,NARIÃ‘O,52
LA FLORIDA,52381,NARIÃ‘O,52
CARTAGENA DEL CHAIRA,18150,CAQUETA,18
MOCOA,86001,PUTUMAYO,86
SANDONA,52683,NARIÃ‘O,52
VALPARAISO,18860,CAQUETA,18
MILAN,18460,CAQUETA,18
ALBANIA,18029,CAQUETA,18
PASTO,52001,NARIÃ‘O,52
PROVIDENCIA,52565,NARIÃ‘O,52
MALLAMA,52435,NARIÃ‘O,52
ANCUYA,52036,NARIÃ‘O,52
SAN FRANCISCO,86755,PUTUMAYO,86
TUQUERRES,52838,NARIÃ‘O,52
CONSACA,52207,NARIÃ‘O,52
SIBUNDOY,86749,PUTUMAYO,86
GUAITARILLA,52320,NARIÃ‘O,52
CURILLO,18205,CAQUETA,18
YACUANQUER,52885,NARIÃ‘O,52
COLON,86219,PUTUMAYO,86
SOLANO,18756,CAQUETA,18
TANGUA,52788,NARIÃ‘O,52
SANTIAGO,86760,PUTUMAYO,86
IMUES,52354,NARIÃ‘O,52
SAPUYES,52720,NARIÃ‘O,52
FUNES,52287,NARIÃ‘O,52
SOLITA,18785,CAQUETA,18
CUMBAL,52227,NARIÃ‘O,52
OSPINA,52506,NARIÃ‘O,52
VILLAGARZON,86885,PUTUMAYO,86
YAVARATE,97889,VAUPES,97
GUACHUCAL,52317,NARIÃ‘O,52
PUERTO GUZMAN,86571,PUTUMAYO,86
ILES,52352,NARIÃ‘O,52
PUPIALES,52585,NARIÃ‘O,52
GUALMATAN,52323,NARIÃ‘O,52
ORITO,86320,PUTUMAYO,86
ALDANA,52022,NARIÃ‘O,52
CONTADERO,52210,NARIÃ‘O,52
PUERRES,52573,NARIÃ‘O,52
CUASPUD,52224,NARIÃ‘O,52
CORDOBA,52215,NARIÃ‘O,52
IPIALES,52356,NARIÃ‘O,52
POTOSI,52560,NARIÃ‘O,52
PACOA,97511,VAUPES,97
PUERTO CAICEDO,86569,PUTUMAYO,86
PUERTO LEGUIZAMO,86573,PUTUMAYO,86
PUERTO ASIS,86568,PUTUMAYO,86
VALLE DEL GUAMUEZ,86865,PUTUMAYO,86
SAN MIGUEL,86757,PUTUMAYO,86
MIRITI-PARANA,91460,AMAZONAS,91
TARAIRA,97666,VAUPES,97
PUERTO SANTANDER,91669,AMAZONAS,91
LA CHORRERA,91405,AMAZONAS,91
LA PEDRERA,91407,AMAZONAS,91
EL ENCANTO,91263,AMAZONAS,91
TARAPACA,91798,AMAZONAS,91
LETICIA,91001,AMAZONAS,91
PUERTO NARIÂ¥O,91540,AMAZONAS,91
EL ROBLE,70233,SUCRE,70
LA JAGUA DEL PILAR,44420,LA GUAJIRA,44
ALBANIA,44035,LA GUAJIRA,44
ZONA BANANERA,47980,MAGDALENA,47
ALGARROBO,47030,MAGDALENA,47
CONCORDIA,47205,MAGDALENA,47
ZAPAYAN,47960,MAGDALENA,47
ARROYOHONDO,13062,BOLIVAR,13
SABANAS DE SAN ANGEL,47660,MAGDALENA,47
NUEVA GRANADA,47460,MAGDALENA,47
SANTA BARBARA DE PINTO,47720,MAGDALENA,47
MAPIRIPANA,94663,GUAINIA,94
MORICHAL,94888,GUAINIA,94
LA VICTORIA,91430,AMAZONAS,91
PUERTO ARICA,91536,AMAZONAS,91
PUERTO ALEGRIA,91530,AMAZONAS,91
EL PEÂ¥OL,52254,NARIÃ‘O,52
NARIÃ‘O,52480,NARIÃ‘O,52
SUCRE,19785,CAUCA,19
VILLA RICA,19845,CAUCA,19
TOLU,70820,SUCRE,70
COVEÃ‘AS,70221,SUCRE,70
LA DORADA,17380,CALDAS,17
NORCASIA,17495,CALDAS,17
SAMANA,17662,CALDAS,17
MEDIO ATRATO,27425,CHOCO,27
ATRATO,27050,CHOCO,27
RIO QUITO,27600,CHOCO,27
CERTEGUI,27160,CHOCO,27
UNION PANAMERICANA,27810,CHOCO,27
MEDIO BAUDO,27430,CHOCO,27
RIO IRO,27580,CHOCO,27
MEDIO SAN JUAN,27450,CHOCO,27
BELEN DE BAJIRA,27086,CHOCO,27
MUTATA,05480,ANTIOQUIA,05
CARMEN DEL DARIEN,27150,CHOCO,27
SAN ANDRES,88001,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,88
SANTA CATALINA,88000,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,88
PROVIDENCIA,88564,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,88
